3.52718, 0
-3.5233, -0.0553485
3.51169, 0.110359
-3.49242, -0.164698
3.46562, 0.218038
-3.43145, -0.270061
3.39015, 0.320464
-3.34198, -0.368958
3.28724, 0.415275
-3.22627, -0.459166
3.15946, 0.500409
-3.0872, -0.538803
3.00995, 0.574179
-2.92815, -0.606391
2.84228, 0.635325
-2.75283, -0.660896
2.6603, 0.683048
-2.56518, -0.701753
2.46798, 0.717013
-2.36919, -0.728857
2.2693, 0.73734
-2.16879, -0.742543
2.06811, 0.744567
-1.96771, -0.743536
1.868, 0.739595
-1.76938, -0.732901
1.67221, 0.723629
-1.57682, -0.711963
1.48354, 0.6981
-1.39263, -0.68224
1.30433, 0.664591
-1.21887, -0.645361
1.13643, 0.624759
-1.05716, -0.602992
0.981173, 0.580264
-0.908569, -0.556772
0.83941, 0.532706
-0.773733, -0.508247
0.711551, 0.483569
-0.652853, -0.458833
0.597608, 0.434187
-0.545764, -0.409771
0.497252, 0.385708
-0.451989, -0.362112
0.409879, 0.339081
-0.370811, -0.316703
0.33467, 0.295051
-0.301329, -0.274188
0.270658, 0.254165
-0.242522, -0.23502
0.216782, 0.216782
-0.193301, -0.199471
0.171938, 0.183096
-0.152558, -0.167659
0.135025, 0.153155
-0.119205, -0.139572
0.104973, 0.12689
-0.0922029, -0.115088
0.0807773, 0.104137
-0.0705831, -0.0940078
0.0615128, 0.0846651
-0.0534652, -0.0760733
0.0463452, 0.0681949
-0.0400636, -0.060991
0.0345375, 0.0544223
-0.0296899, -0.0484495
0.0254499, 0.0430334
-0.0217521, -0.0381355
0.0185366, 0.0337179
-0.0157488, -0.0297443
0.0133391, 0.0261795
-0.0112626, -0.0229898
0.0094786, 0.020143
-0.00795077, -0.017609
0.00664647, 0.0153591
-0.00553657, -0.0133665
0.00459522, 0.0116062
-0.0037995, -0.0100551
0.00312918, 0.00869163
-0.00256649, -0.00749609
0.00209584, 0.00645033
-0.00170364, -0.00553776
0.00137806, 0.0047433
-0.00110884, -0.00405325
0.000887146, 0.0034552
-0.000705351, -0.002938
0.000556935, 0.00249158
-0.000436327, -0.00210694
0.000338793, 0.00177602
-0.000260326, -0.0014916
0.000197548, 0.00124727
-0.000147629, -0.00103729
0.00010821, 0.000856571
-7.73402e-05, -0.000700539
5.34186e-05, 0.00056511
-3.51489e-05, -0.00044661
2.14981e-05, 0.000341703
-1.16643e-05, -0.00024734
5.04996e-06, 0.000160692
-1.24255e-06, -7.90966e-05
-6.10623e-15, 0
-1.24255e-06, 7.90966e-05
5.04996e-06, -0.000160692
-1.16643e-05, 0.00024734
2.14981e-05, -0.000341703
-3.51489e-05, 0.00044661
5.34186e-05, -0.00056511
-7.73402e-05, 0.000700539
0.00010821, -0.000856571
-0.000147629, 0.00103729
0.000197548, -0.00124727
-0.000260326, 0.0014916
0.000338793, -0.00177602
-0.000436327, 0.00210694
0.000556935, -0.00249158
-0.000705351, 0.002938
0.000887146, -0.0034552
-0.00110884, 0.00405325
0.00137806, -0.0047433
-0.00170364, 0.00553776
0.00209584, -0.00645033
-0.00256649, 0.00749609
0.00312918, -0.00869163
-0.0037995, 0.0100551
0.00459522, -0.0116062
-0.00553657, 0.0133665
0.00664647, -0.0153591
-0.00795077, 0.017609
0.0094786, -0.020143
-0.0112626, 0.0229898
0.0133391, -0.0261795
-0.0157488, 0.0297443
0.0185366, -0.0337179
-0.0217521, 0.0381355
0.0254499, -0.0430334
-0.0296899, 0.0484495
0.0345375, -0.0544223
-0.0400636, 0.060991
0.0463452, -0.0681949
-0.0534652, 0.0760733
0.0615128, -0.0846651
-0.0705831, 0.0940078
0.0807773, -0.104137
-0.0922029, 0.115088
0.104973, -0.12689
-0.119205, 0.139572
0.135025, -0.153155
-0.152558, 0.167659
0.171938, -0.183096
-0.193301, 0.199471
0.216782, -0.216782
-0.242522, 0.23502
0.270658, -0.254165
-0.301329, 0.274188
0.33467, -0.295051
-0.370811, 0.316703
0.409879, -0.339081
-0.451989, 0.362112
0.497252, -0.385708
-0.545764, 0.409771
0.597608, -0.434187
-0.652853, 0.458833
0.711551, -0.483569
-0.773733, 0.508247
0.83941, -0.532706
-0.908569, 0.556772
0.981173, -0.580264
-1.05716, 0.602992
1.13643, -0.624759
-1.21887, 0.645361
1.30433, -0.664591
-1.39263, 0.68224
1.48354, -0.6981
-1.57682, 0.711963
1.67221, -0.723629
-1.76938, 0.732901
1.868, -0.739595
-1.96771, 0.743536
2.06811, -0.744567
-2.16879, 0.742543
2.2693, -0.73734
-2.36919, 0.728857
2.46798, -0.717013
-2.56518, 0.701753
2.6603, -0.683048
-2.75283, 0.660896
2.84228, -0.635325
-2.92815, 0.606391
3.00995, -0.574179
-3.0872, 0.538803
3.15946, -0.500409
-3.22627, 0.459166
3.28724, -0.415275
-3.34198, 0.368958
3.39015, -0.320464
-3.43145, 0.270061
3.46562, -0.218038
-3.49242, 0.164698
3.51169, -0.110359
-3.5233, 0.0553485
